Time,XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMEAS(23),XMEAS(24),XMEAS(25),XMEAS(26),XMEAS(27),XMEAS(28),XMEAS(29),XMEAS(30),XMEAS(31),XMEAS(32),XMEAS(33),XMEAS(34),XMEAS(35),XMEAS(36),XMEAS(37),XMEAS(38),XMEAS(39),XMEAS(40),XMEAS(41),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11),SP(1),SP(2),SP(3),SP(4),SP(5),SP(6),SP(7),SP(8),SP(9),SP(10),SP(11),SP(12),SP(13),SP(14),SP(15),SP(16),SP(17),SP(18),SP(19),SP(20),UCVR,UCLR,UCVS,UCLS,UCLC,UCVV,UCVR_A,UCLR_A,UCVS_A,UCLS_A,UCLC_A,UCVV_A,FMOL(1),FMOL(2),FMOL(3),FMOL(4),FMOL(5),FMOL(6),FMOL(7),FMOL(8),FMOL(9),FMOL(10),FMOL(11),FMOL(12),FMOL(13),FMOL(1)_A,FMOL(2)_A,FMOL(3)_A,FMOL(4)_A,FMOL(5)_A,FMOL(6)_A,FMOL(7)_A,FMOL(8)_A,FMOL(9)_A,FMOL(10)_A,FMOL(11)_A,FMOL(12)_A,FMOL(13)_A,fault
36,-0.0002703995434152,9.12528039425934,-0.533107459340499,0.0460620247648453,0.138659795683289,0.0554709160514264,-0.0662545329805652,0.0391900825729578,-0.116248958847166,0.0008557982708831,-0.232337397023727,0.126120321288091,0.814793039601682,-3.67312188034004,-1.1417392999676,1.00347176954983,0.319923141613039,-0.0099134760664156,-11.1519740915763,-1.81567046598462,-0.0408859005908937,0.204006614475205,0.273811481563307,0.0122510192741689,0.224637877029632,-0.0594573733900132,-0.617093770504276,0.162237362801281,0.378420737003473,0.0017269143876674,0.316293935220994,-0.0932635575066378,-0.847423562609698,0.244082605445627,0.0024967750832258,-0.0023356037308728,-0.00246129303488,-0.13131698478712,0.0015158879494047,0.0469897227325901,0.039450082481693,0.265896906938771,0.528914160200308,0.158038708773819,0.30020092051452,,0.133921191732462,0.831553523567152,-0.572255488701948,-0.0193187126327316,-0.0839632810531298,,17.3323853559555,-15.790520736432,0.0004173928154361,0.0337291377508979,,0.0018554774086222,-2.9043125891535,3.16449926436678,-11.1453021419303,-0.0209688543784949,,,,,,,,-0.131386708976905,,,0.0068815296887478,0.147584295360787,0.0729860373314608,0.085955159602463,-7.7981516471659,0.143571996494842,0.0624306537656798,-1.8793512207246E-40,0.355846232363916,-0.232646714742387,-0.0373342842391076,0.461327127402797,0.505491627749549,0.569266290788178,-0.0636781248362368,1.89039896142026,-3.86554010865177,7.04840336567486,7.04840336567486,5.21235601733383,9.77798594825686,0.106596325422242,-9.15836421048837,-3.40310547496964,2.53086073374962,0,0,-0.0636719414810507,0.916851310111753,-0.308659373222696,7.41865611394428,7.41865611394428,6.53927860218533,7.72841420472878,0.0918462194923526,-1.2206844103633,0.0074066002581849,0.0167009355950993,0
72,-0.0009549392671072,23.8976817337011,39.6225808897289,0.0923465764696835,0.58920869200611,0.306995825622934,0.451423198878274,0.469885014323012,-0.116029905554399,0.0035101582689865,-0.21087432879122,2.00225356233052,0.0676985019390485,-3.44903713957578,1.03355585881058,0.414921347311065,0.11649161543864,-0.0004539934809884,-11.7116340134691,-1.42255329737816,0.0259521646893432,0.191420961878506,0.273808841870288,0.0122537480680229,0.224636202833857,-0.0594570759623946,-0.617092539598854,0.162237312133963,0.378399802892758,0.0017243475616837,0.316279056903571,-0.0932635006075628,-0.847401564468566,0.244084833357588,0.0025092484611137,-0.0023339436038796,-0.0024612911183879,-0.131316951408501,0.0015158798793452,0.0469917993714759,0.0394479261338176,0.26883874741312,0.506153968679044,0.568277820983283,0.293153162555605,,-0.214495373323928,1.20683149761514,0.234052189824325,0.0054486269991258,0.114944523174486,,17.3328716196074,-230.043395417681,0.0004200003973995,0.0499331091047654,,0.0018559125461629,1.7947693565032,4.25259896424668,-11.2386452786663,-0.0482385325270797,,,,,,,,-0.0794486066358644,,,0.0074293525634558,0.14860470425532,0.0720282767890836,0.112280849116146,-7.824035557144,0.14632157263307,0.0627823374950722,-1.87935119688594E-40,0.355808136645493,-0.23260292919211,-0.0373080381669705,0.461354411405495,0.594299227410218,0.887189039804937,0.0189102375855547,1.89030825101276,-3.70368247506457,7.02240985605386,7.02240985605386,5.42715642391772,9.74027620583865,0.0516908779208389,-8.0376991753752,-2.45732630052061,1.54353493079759,0,0,0.0189081607359575,0.9168065704404,-0.309030395379352,7.39961972115873,7.39961972115873,6.61484954785919,7.71987848790326,0.0737991177016406,-1.22037247497772,0.0074043793946834,0.012520071787972,0
108,0.0015671095010777,17.8513286589855,-16.1651505455739,0.0666485527366607,0.33373707457994,0.0299305270554484,-0.0887622225563973,0.335490742648702,-0.138929309727658,0.0022098422408426,-0.215054264583117,0.0003938141230364,0.810299274105546,-3.58925847215651,-2.60417382118682,0.830284023930744,0.331669278051162,0.0037718307185201,-12.2877185096072,-1.8903020442084,0.0051325766755496,0.175206681318471,0.273806233609122,0.0122565158337675,0.224634524045953,-0.0594568237714003,-0.617091290137758,0.162237259462597,0.378396882613991,0.0017294232903228,0.31627722430083,-0.0932632076684036,-0.8474016020023,0.244084545270072,0.002508850144208,-0.0023337007410821,-0.0024612940034832,-0.131317153688841,0.0015158466477874,0.0469940055691324,0.0394459783345553,0.232407626754792,1.2594033453612,-0.0806000154549444,0.291971076273981,,0.0120518653980425,2.14922018277323,-0.323093511944485,0.0493162787059375,-0.373723407300417,,17.332882773761,-163.024322995736,0.0004200742937725,0.032561503783846,,0.0018562334383694,-3.20984722106245,2.43378473115217,-11.2792996087254,0.0044880348962266,,,,,,,,-0.133472113341568,,,0.0073575465131234,0.149621892762411,0.0723870257417615,0.115738039104997,-7.84079170651633,0.147585568595758,0.0626833475358212,-1.87935108653288E-40,0.355927747941152,-0.232552779683846,-0.0373314914671973,0.461456948496888,0.48505669676814,-0.319012866425595,0.0471073851627075,1.83203975353683,-3.77767987517927,7.0512583049383,7.0512583049383,5.35237802098595,9.70845589232386,0.0662229111043153,-8.14484298127073,-2.5473534082999,1.44752627386706,0,0,0.0471024881305091,0.88854638833817,-0.33791182568379,7.40512302825607,7.40512302825607,6.58779963014246,7.70944750006532,0.0785887404478913,-1.22010502302362,0.0072653691359192,0.0120962465675973,0
144,0.0039428638558143,12.3003027459831,-11.8483682349006,-0.0440768105014335,0.106873208402352,0.207557493682238,-0.568434071213687,0.479145651235854,-0.119251066073119,0.0010930677861183,-0.207764709077395,-0.203023529386236,0.536345034358419,-2.8941657380465,-0.2802248887483,0.0579813691838353,-0.165694279533963,-0.0099531353389323,-9.87189875406472,-1.68466282165934,-0.0073092915813646,0.192319484391348,0.273803631845048,0.0122590795042114,0.224632979903152,-0.059456413644229,-0.617090105955445,0.16223718466084,0.378394951334457,0.0017348615782193,0.316276131179332,-0.0932628914711481,-0.847401422970826,0.244084277574595,0.0025071698777807,-0.0023345490838919,-0.0024612965781643,-0.131317348600438,0.0015158141338924,0.0469962035454116,0.0394440424529776,0.226559679625062,0.0107886394429783,-0.680566852289971,0.30334850740784,,0.11766980529071,2.49387042642812,0.401477556261057,-0.0438423564343395,0.100673757010519,,17.3328938941072,-235.152699113562,0.0004201540333991,0.0724339667398403,,0.001856790029137,-3.71521647376736,3.59554936823942,-11.1412232375069,0.000928628756057,,,,,,,,-0.18185045058712,,,0.0068921236993162,0.150163985840209,0.0744577585576848,0.086943759381171,-7.81181532470985,0.147410594797208,0.0623109313035241,-1.87935084689249E-40,0.356173346239046,-0.232506283536932,-0.0372725119690639,0.461016446907252,0.456865280637302,-0.466388729957785,0.102215408144355,1.8307221653219,-2.50152439244368,7.08620225198933,7.08620225198933,5.26848519246869,9.55437565056536,0.0551286193653624,0.706896900073616,5.0309394488888,0.636923720249342,0,0,0.102204999395456,0.887907279654428,-0.338774205353928,7.41159346597146,7.41159346597146,6.544127007241,7.65265612815466,0.0748567548414991,-1.21986897571005,0.0072671865671045,0.0075555290612092,0
180,6.31524370814374E-05,17.9727724418472,-61.5482294672356,0.0926889086579478,0.0581074625286071,0.141168779291199,0.156861203385233,0.243600822438324,-0.136291779889802,0.0028310341835863,-0.212463241063233,0.114799104132906,1.28500264907689,-3.2286384908216,-0.419292533858417,0.372941401366006,0.130411742773081,0.0030807442273328,-11.6958457033059,-1.45396228841281,-0.0105052422128864,0.218904725442414,0.273800776705823,0.0122617836078138,0.224631060717858,-0.059456061158615,-0.617088826714177,0.162237116570242,0.378388832432385,0.001738561525558,0.316271960408962,-0.093262598814612,-0.847396186606758,0.244084590499058,0.0025084978961205,-0.0023349774574294,-0.0024612982093437,-0.131317503555694,0.0015157859488177,0.0469983593956584,0.039442091853644,0.206619218649273,-0.340602085345409,0.285204816873584,0.284470346000049,,-0.0649652359089145,0.83552525346699,0.428045994772923,0.0049210064204245,0.181798798313821,,17.332904981738,-117.686409562803,0.0004202264957751,0.0486889593524111,,0.0018572398973143,-2.9218046532561,3.52630574079163,-11.2718136274556,0.0156255083169156,,,,,,,,-0.10955187694077,,,0.006703903131612,0.151018147973644,0.0766551402915354,0.0558492171278999,-7.78706619097078,0.144714393001635,0.0621772952303016,-1.87935054813156E-40,0.356459344537484,-0.232470295515358,-0.0372441152674178,0.460472419090415,0.458306650506458,-1.40644371767181,-0.0180779837991611,1.8035160576228,-3.22699891049479,6.98968180920497,6.98968180920497,5.3204009546655,9.81304767981123,0.0854474624631453,-4.15844561926559,0.86616469399948,1.63688507117229,0,0,-0.0180763612126693,0.874712238963099,-0.351943879204896,7.38455779641606,7.38455779641606,6.55123166165726,7.73188418789363,0.0847737443310157,-1.21968184192411,0.0072065195042012,0.0116929712668183,0
216,-0.0013402312690564,25.7058626343332,4.27099238531446,0.113007964113784,0.110199993449953,0.189655932129035,-0.772682353797336,-0.0270998421923991,-0.10749461650795,0.0010304216957757,-0.214618106070475,-0.332420518554052,0.791604728634411,-2.81142876390619,-0.365095130594007,0.190358398172066,-0.14490855777003,-0.0114989994203114,-11.2049393325658,-1.87043779148678,0.0053202298107777,0.202796626985119,0.273798302122781,0.0122644876947681,0.22462953488661,-0.0594557975636824,-0.617087639108103,0.16223704343563,0.378392284538904,0.0017461615850447,0.31627481480465,-0.0932622740551771,-0.847403665497247,0.244083453415194,0.0025034351145203,-0.002335475922345,-0.0024612980123385,-0.131317558078507,0.0015157684485943,0.0470004879334808,0.0394400966453218,0.148656269745004,0.259500325881333,0.669333874509963,0.283187837167119,,0.0744864600165442,1.38564080122764,0.201090540545387,-0.0217190043283181,0.0928421680209368,,17.3329159986956,17.8918234128287,0.0004203026992338,0.0706653355707516,,0.001857644238025,-4.03944711124068,3.55334370035784,-11.1245860167546,0.0098380663862513,,,,,,,,-0.202393106371389,,,0.0060855983133407,0.150523928757764,0.0752824056552157,0.0449677033415483,-7.78201338026714,0.139500741460978,0.0618036248401425,-1.87935014520749E-40,0.356048914681704,-0.232427351496391,-0.0372167514974505,0.460503164761647,0.378919194275411,-0.263280611855137,-0.0145192697195906,1.82570577984598,-2.80805001750861,6.96322223427865,6.96322223427865,5.47503540136017,9.82678533673243,0.0473228206294837,-1.40812496991435,3.22449528992558,0.671610157798085,0,0,-0.0145180030635057,0.885474450333561,-0.341291681200147,7.39730416817633,7.39730416817633,6.57576558266004,7.73697771976117,0.0722171918886802,-1.21947127328568,0.0072653709128811,0.0068649006670287,0
252,0.0031415113296994,-1.25151539367107,38.7891751105008,0.0498039661434503,0.199716278927248,0.0785622461786275,0.2391298432849,0.509220965432718,-0.127516852455827,0.0010784826351857,-0.202783957641003,0.116357615564858,0.0122691879014382,-3.0661618406073,1.62105126909534,0.488549582310498,0.0993824625911692,-0.0152803600227997,-11.0277852388235,-1.60128489572776,-0.0044377049762829,0.179523530479983,0.273795550527001,0.0122677301737361,0.224627337986629,-0.0594559655434521,-0.617086008263264,0.162237037982037,0.378389354707735,0.0017509243238791,0.316273109253192,-0.0932619873107849,-0.847404309597049,0.244083102613175,0.0025035718645538,-0.0023349643971739,-0.00246129740189,-0.131317580857198,0.0015157543478711,0.0470025957739395,0.039438079489706,0.218918655449165,-0.0498063182510364,-0.548397523422231,0.291197285621806,,0.0899814838953787,0.422241822033399,-0.102079231784444,-0.0139675378923485,-0.179124776881793,,17.3329269604474,-250.108440568442,0.0004203594386988,0.0511117138342971,,0.0018577855498806,-2.91716922347854,4.54666332689041,-11.0851357439247,0.0148330093167885,,,,,,,,-0.101314019148461,,,0.0063576502705018,0.15068575594907,0.0760625176458944,0.031273197855171,-7.77272670560692,0.141158249584464,0.0621712545814103,-1.87934971126967E-40,0.355996814050588,-0.232412604965958,-0.037207439209515,0.459591084825831,0.370879033721366,0.401389588891774,0.0675491888825323,1.83253118081831,-2.62114972413667,7.05895291081151,7.05895291081151,5.28554034564331,9.55390006709331,0.0531283039325867,-0.159500206811629,4.29218616298383,1.77649379140064,0,0,0.0675422473309694,0.888784652180732,-0.337906863416634,7.41013745621433,7.41013745621433,6.54924186318812,7.64290844787433,0.0740766831926853,-1.2193835975289,0.0072856373097385,0.0118965644431929,0
288,-0.000126080906258,40.4028099175562,-5.3515771372804,0.0871105433979018,0.285937130973732,0.364497435557489,0.138176846425722,-0.298946890325141,-0.118950615508084,-0.0005791706053993,-0.224163583587085,-0.800048442500831,0.0159059065172186,-3.97613068243637,1.13148642855064,0.707874616648496,-0.00475041196850512,0.0060973078645218,-11.5071179054066,-1.48368152762549,0.0134759152059018,0.187134261283887,0.273792945339373,0.012269925616021,0.224625999015135,-0.0594552634840477,-0.617084975462856,0.162236942801036,0.37837685159819,0.0017516814819291,0.316264408974327,-0.0932616719456018,-0.847390529674186,0.244084379696704,0.0025090732270971,-0.002335264495846,-0.0024612967446225,-0.131317590129892,0.0015157416776013,0.0470046989722874,0.0394360489940979,0.164331190309419,0.010921979071135,0.346243244954557,0.282775964850202,,0.285455610226101,0.0982051663464602,0.291995651780901,0.0099407833043088,-0.221238402179999,,17.3329378628646,154.262983790641,0.0004204488446977,0.0593596998325498,,0.0018584663097987,-5.21236300098501,4.30215453565735,-11.3022452967813,0.0149891469520184,,,,,,,,-0.110405313451707,,,0.0060915345201379,0.150669189982068,0.0748608879588488,0.0587256125284909,-7.80375297941946,0.141084674994857,0.0618017741524594,-1.87934922081895E-40,0.35592965396793,-0.232392795660976,-0.0372157893193242,0.459428102573561,0.4631348565634,0.663956780231786,0.0113008508789835,1.80876042032452,-4.27042177690765,6.9303910331671,6.9303910331671,5.25931800181661,9.96622768294765,0.0438267857199381,-11.4264180888821,-5.34812111373421,1.49879282345577,0,0,0.0112995350946665,0.877255794113609,-0.349321893934586,7.3670275863409,7.3670275863409,6.51690540748933,7.78330500883686,0.0710674615757609,-1.21927980776002,0.0072306984074843,0.0111934010901284,0
324,0.0015352782529023,13.899484866216,-28.7664247609973,0.0602143386321518,0.286765775522358,0.148991193746561,0.171449894672605,-0.612260848957845,-0.130692914814404,0.0032151294602254,-0.201964376317917,-0.383252659980869,-0.328166216458158,-4.05213336351349,-2.15175402685595,0.712974109045717,-0.0585664131606407,-0.0006362293419215,-10.7456007596233,-1.79945838735682,-0.0124619256928895,0.19191997996694,0.273790443409322,0.0122725574003403,0.224624460242428,-0.0594549753484567,-0.617083741164414,0.162236874894571,0.378372403477464,0.0017557628318431,0.316261591302332,-0.0932617293002091,-0.847389412579258,0.244084221105355,0.002510163336364,-0.0023343489947662,-0.0024612960335799,-0.13131759103673,0.0015157298931238,0.0470068091455218,0.0394340152438772,0.24344623957743,-0.0083399705738216,-0.202720796002932,0.284306299019583,,-0.165146917851757,0.373610911179888,0.0606088222059995,-0.0175245840899833,-0.0638415941918353,,17.3329487063515,310.762511331333,0.0004205258290604,0.063596597034099,,0.0018589436239339,-4.17305028157182,2.66007389194424,-11.2339158294078,0.028649392019048,,,,,,,,-0.10696764209986,,,0.0057113629358553,0.150093742811265,0.0664359420648565,0.136625495685941,-7.8781375932117,0.137087268903855,0.0615964976596519,-1.87934868144185E-40,0.354162463068309,-0.232385244602307,-0.0372484742479529,0.460587114343717,0.495066641945115,-0.512472199407924,0.0243628447573271,1.79507054906924,-4.5189665405731,6.89677674424002,6.89677674424002,5.36905316991033,10.1893511014339,0.0590835816795571,-13.0202185469494,-6.71003482883515,-0.398217558540921,0,0,0.0243602225569325,0.870616324189399,-0.355456673724007,7.38663022844617,7.38663022844617,6.53803359256335,7.87085473952732,0.0762735941008996,-1.21922030556119,0.0071988413239412,0.0037384643502682,0
360,0.0021496337292833,18.8532159562924,25.1894963802924,0.104190488069683,0.735804625766782,0.207184243149214,-0.0259575622117154,-0.587121278673294,-0.134704822983622,-0.0001223915610717,-0.217869862106937,-1.0223485960581,0.734736529564088,-3.04598319969885,-0.390073020389167,0.486024255843404,-0.0167391274099744,-0.0047927462946546,-12.5591835447823,-1.61850266745012,-0.0348892645684202,0.191451135259513,0.273787529523752,0.0122751696858482,0.224622487444765,-0.0594545915676736,-0.617082180035442,0.162236836879429,0.378373154640705,0.0017620586936928,0.316262523317448,-0.0932615577103685,-0.847392259741437,0.244083597496297,0.0025065753621698,-0.0023355525676875,-0.002461295498876,-0.131317588648754,0.0015157184420922,0.0470088932665007,0.039431958168862,0.177807662733095,-0.0279545045790783,-0.187699460593802,0.283838001332789,,0.156905066996366,-0.18196744418043,-0.354580981532003,0.0662304965844313,-0.133787739509636,,17.3329594970446,298.382041144629,0.0004206169872226,0.0603475636876993,,0.0018575609474572,-5.77034247598398,3.54059459240902,-11.1901541045466,-0.0082550243164831,,,,,,,,-0.127050704649633,,,0.0053683232250527,0.148253939574062,0.057975922959315,0.19991882927394,-7.9256105451503,0.132408089972046,0.061593747377544,-1.87934806799276E-40,0.352109819649421,-0.232363465804631,-0.0372145273682487,0.461674676065641,0.380490875541824,0.640870384624748,0.0709969832194321,1.82270120294038,-2.90342947514432,6.99227038011577,6.99227038011577,5.40598152081088,10.0494306215953,0.0162334052882826,-1.98987452688886,2.73640089148063,0.050710613242245,0,0,0.070989696831397,0.884017230543947,-0.342411783122259,7.44964693735744,7.44964693735744,6.55576640702151,7.83461672455536,0.0622715541912768,-1.21912397865416,0.0072667791026113,0.0071350612189657,0
